Customer_ID,BrandName,Timestamp,Digital_Channel,Touchpoint_Position,Is_Conversion,Attributed_Revenue,
CUST_10019,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10020,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10020,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10021,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10022,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10023,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10023,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10024,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10025,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10026,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10027,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10028,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10029,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10030,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10031,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10031,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10032,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10033,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10034,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10035,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10036,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10037,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10038,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10039,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10039,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10040,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10040,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10041,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10042,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10043,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10044,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10045,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10046,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10047,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10048,BrandX,01-01-2023 00:00,Paid Search,First Touch,1,93.98,
CUST_10048,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10049,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10050,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10050,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10051,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10051,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10051,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10052,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10052,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10052,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10053,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10054,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10055,BrandX,01-01-2023 00:00,Paid Search,First Touch,1,127.24,
CUST_10056,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10057,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10058,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10058,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10058,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10058,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10059,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10059,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10060,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10060,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10061,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10062,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10063,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10063,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10063,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10064,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10065,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10066,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10066,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10067,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10068,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10068,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10069,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10069,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10070,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10070,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10070,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10071,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10072,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10073,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10074,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10074,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10075,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10076,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10077,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10077,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,1,83.43,
CUST_10078,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10079,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10080,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10080,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10080,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10080,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10080,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10080,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10081,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10082,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10083,BrandX,01-01-2023 00:00,Paid Search,Last Touch,0,0,
CUST_10084,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10084,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10084,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10085,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10085,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10086,BrandX,01-01-2023 00:00,Paid Search,First Touch,0,0,
CUST_10087,BrandX,01-01-2023 00:00,Paid Search,Middle Touch,0,0,
CUST_10088,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10088,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10088,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10089,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10090,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10090,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10091,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10091,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10092,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10093,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10094,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10094,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10095,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10096,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10097,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10098,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10099,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10099,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10100,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10101,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10102,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10103,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10104,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10105,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10105,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10106,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10107,BrandX,01-01-2023 00:00,Social Media,First Touch,1,86.18,
CUST_10107,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10108,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10108,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10108,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10108,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10109,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10110,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10111,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10111,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10112,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10113,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10114,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10115,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10115,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10115,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10115,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10115,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10116,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10117,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10117,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10118,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10118,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10118,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10119,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10119,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10119,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10120,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10120,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10121,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10122,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10122,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10123,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10124,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10124,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10124,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10124,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10125,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10126,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10127,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10128,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10129,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10130,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10130,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10131,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10132,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10132,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10133,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10134,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10134,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10135,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10135,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10136,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10137,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10137,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10137,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10137,BrandX,01-01-2023 00:00,Social Media,Last Touch,1,119.2,
CUST_10138,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10139,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10140,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10141,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10141,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10141,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10142,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10143,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10144,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10145,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10145,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10146,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10147,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10148,BrandX,01-01-2023 00:00,Social Media,First Touch,1,90.67,
CUST_10148,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10148,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10148,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10149,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10149,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10149,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10150,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10151,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10151,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10151,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10151,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10151,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10151,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10152,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10152,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10153,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10154,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10155,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10155,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10156,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10157,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10158,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10159,BrandX,01-01-2023 00:00,Social Media,Middle Touch,1,115.85,
CUST_10159,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10160,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10161,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10162,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10163,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10164,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10165,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10165,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10166,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10167,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10168,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10169,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10170,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10171,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10171,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10171,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10172,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10173,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10174,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10174,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10175,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10176,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10177,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10178,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10179,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10179,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10180,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10181,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10182,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10183,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10183,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10184,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10185,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10185,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10185,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10186,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10186,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10186,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10187,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10188,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10189,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10190,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10190,BrandX,01-01-2023 00:00,Social Media,Middle Touch,0,0,
CUST_10190,BrandX,01-01-2023 00:00,Social Media,Last Touch,0,0,
CUST_10190,BrandX,01-01-2023 00:00,Social Media,First Touch,0,0,
CUST_10191,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10192,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10192,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10192,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10193,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10194,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10194,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10195,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10195,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10196,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10197,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10198,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10198,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10198,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10198,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10198,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10198,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10199,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10200,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10201,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10201,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10201,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10202,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10203,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10204,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10205,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10206,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10207,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10207,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10208,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10209,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10210,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,1,128.34,
CUST_10210,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10211,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10212,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10212,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10212,BrandX,01-01-2023 00:00,Programmatic Display,Middle Touch,0,0,
CUST_10212,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10213,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
CUST_10214,BrandX,01-01-2023 00:00,Programmatic Display,Last Touch,0,0,
CUST_10214,BrandX,01-01-2023 00:00,Programmatic Display,First Touch,0,0,
